AAPL,GE,JPM,MMM,MSFT,NKE,NVDA,VOD
6.478998184204102,68.03533172607422,29.852807998657227,54.18061828613281,23.474918365478516,13.857422828674316,4.2408013343811035,10.326457023620605
6.490199089050293,68.38762664794922,30.431053161621094,53.84126281738281,23.482505798339844,13.912554740905762,4.302727222442627,10.250755310058594
6.386964321136475,68.03533172607422,30.598243713378906,54.60481643676758,23.338396072387695,13.827733993530273,4.330248832702637,10.170599937438965
6.375157356262207,71.5582046508789,31.204364776611328,54.64399337768555,23.095684051513672,13.963448524475098,4.245388507843018,9.97912311553955
6.417538642883301,73.09947967529297,31.127729415893555,55.02902603149414,23.254962921142578,13.935880661010742,4.2545623779296875,9.827722549438477
6.360927581787109,73.80404663085938,31.023216247558594,54.80714416503906,22.95916175842285,13.764118194580078,4.194930553436279,9.97021770477295
6.288571834564209,73.84806823730469,30.298673629760742,54.85283279418945,22.807456970214844,13.745033264160156,4.052729606628418,9.956856727600098
6.377275466918945,74.1123275756836,30.82815170288086,54.67661666870117,23.01983070373535,13.868026733398438,4.107774257659912,10.0770902633667
6.340341567993164,73.53982543945312,31.134689331054688,54.493873596191406,23.482505798339844,13.781083106994629,4.043554306030273,10.019201278686523
6.23438024520874,72.39488983154297,30.431053161621094,54.40901565551758,23.406660079956055,13.653850555419922,3.924290180206299,9.836625099182129
6.510180473327637,72.83525848388672,30.15237045288086,55.55111312866211,23.588693618774414,13.721709251403809,3.9976837635040283,10.094900131225586
6.40997314453125,72.65908813476562,30.23597526550293,55.290069580078125,23.20186424255371,13.609320640563965,3.98162841796875,9.961312294006348
6.299168586730957,70.54537963867188,28.24346160888672,53.97177505493164,22.761945724487305,13.4948148727417,3.9105265140533447,9.809908866882324
5.986740589141846,70.94171142578125,27.28205108642578,53.17558288574219,21.965547561645508,13.3548583984375,3.775207996368408,9.59616756439209
6.147797107696533,72.08662414550781,27.3168888092041,53.403987884521484,22.238597869873047,13.501176834106445,3.8394267559051514,9.685226440429688
6.234684944152832,71.99855041503906,26.780433654785156,53.27347183227539,22.3751220703125,13.516019821166992,3.717867612838745,9.694130897521973
6.293416500091553,71.77839660644531,27.40048599243164,53.710723876953125,22.504072189331055,13.57115364074707,3.8187851905822754,9.801004409790039
6.033360481262207,71.1618881225586,27.50499153137207,52.69916915893555,22.117244720458984,13.469371795654297,3.690345287322998,9.63624382019043
5.81447696685791,70.8095703125,27.128772735595703,52.52949523925781,21.373929977416992,13.518136978149414,3.5297958850860596,9.556092262268066
5.89531135559082,71.5582046508789,27.60948944091797,52.49686813354492,21.548389434814453,13.592357635498047,3.800435781478882,9.627338409423828
5.929520130157471,74.20035552978516,28.25044059753418,52.490333557128906,21.586313247680664,13.55631160736084,3.8394267559051514,9.747567176818848
6.0315446853637695,73.45176696777344,28.069297790527344,53.18863296508789,21.715246200561523,13.57115364074707,3.8715357780456543,9.645149230957031
5.814175605773926,70.63346862792969,26.717729568481445,51.69414138793945,21.11604881286621,13.166142463684082,3.646768093109131,9.823271751403809
5.9174089431762695,69.53257751464844,26.682905197143555,51.256858825683594,21.25257682800293,13.083440780639648,3.7201614379882812,9.827722549438477
5.876842498779297,68.6958999633789,26.26488494873047,50.59772872924805,21.0250301361084,12.998620986938477,3.7132809162139893,9.694130897521973
5.939511775970459,68.6958999633789,26.745595932006836,51.374351501464844,21.2449951171875,13.255197525024414,3.683465003967285,9.685226440429688
